199	1	2	0	0	0
204	1	13	0	0	0
275	1	15	1	0	0
209	2	14	0	0	0
259	1	2	1	0	0
264	1	9	1	0	0
264	1	12	1	0	0
264	1	13	1	0	0
254	3	9	1	0	0
264	3	15	1	0	0
279	8	15	1	0	0
204	1	12	0	0	0
199	2	13	0	0	0
249	2	15	1	0	0
264	3	11	1	0	0
209	3	14	0	0	0
259	4	15	1	0	0
204	1	14	0	0	0
274	7	15	1	0	0
199	1	3	0	0	0
199	1	11	0	0	0
274	2	14	1	0	0
180	3	11	0	0	0
254	3	12	1	0	0
284	4	14	1	0	0
269	3	5	1	0	0
159	2	3	0	0	0
199	1	6	0	0	0
204	1	9	0	0	0
190	2	11	0	0	0
261	2	12	1	0	0
159	2	12	0	0	0
261	2	13	1	0	0
169	3	6	0	0	0
199	4	14	0	0	0
189	5	14	0	0	0
294	6	15	1	0	0
199	6	14	0	0	0
204	2	6	0	0	0
279	3	14	1	0	0
159	6	9	0	0	0
151	2	4	0	0	0
151	2	5	0	0	0
159	2	10	0	0	0
190	8	12	0	0	0
190	8	13	0	0	0
175	1	4	0	0	0
175	1	5	0	0	0
175	1	10	0	0	0
159	2	2	0	0	0
163	3	13	0	0	0
219	8	14	0	0	0
161	3	5	0	0	0
169	3	3	0	0	0
169	3	4	0	0	0
165	3	10	0	0	0
169	3	12	0	0	0
269	3	13	1	0	0
176	4	11	0	0	0
186	5	11	0	0	0
195	8	11	0	0	0
259	1	3	1	0	0
235	1	4	1	0	0
240	1	11	1	0	0
159	2	1	0	0	0
169	3	1	0	0	0
260	4	1	1	0	0
209	4	1	0	0	0
176	4	6	0	0	0
179	4	9	0	0	0
179	4	12	0	0	0
274	4	13	1	0	0
179	5	13	0	0	0
180	6	2	0	0	0
199	6	6	0	0	0
190	6	12	0	0	0
210	1	1	1	0	0
225	1	5	1	0	1
200	1	6	1	1	1
220	1	10	1	0	0
210	2	1	1	0	0
225	2	3	1	0	1
225	2	4	1	0	1
220	2	5	1	0	1
195	2	6	1	1	0
190	2	9	1	0	0
195	2	10	1	0	0
200	3	1	1	0	0
210	3	2	1	0	1
170	3	2	0	0	1
200	3	3	1	0	0
180	3	6	1	1	0
205	3	10	1	0	1
215	4	2	1	0	0
175	4	2	0	0	1
200	4	3	1	0	0
175	4	3	0	0	1
195	4	4	1	0	0
165	4	4	0	0	1
195	4	5	1	0	0
175	4	6	1	1	0
200	4	9	1	0	1
190	4	10	1	0	0
160	4	10	0	0	0
205	4	11	1	0	1
190	4	12	1	0	0
205	5	1	1	0	0
175	5	1	0	0	1
215	5	2	1	0	1
220	5	3	1	0	1
265	5	4	1	0	1
175	5	4	0	0	1
200	5	5	1	0	1
195	5	6	1	1	1
185	5	6	0	0	1
195	5	9	1	0	1
160	5	9	0	0	1
205	5	10	1	0	1
175	5	10	0	0	1
205	5	11	1	0	1
205	5	12	1	0	1
166	5	12	0	0	1
195	5	13	1	0	0
205	5	15	1	0	0
210	6	1	0	0	1
165	6	1	0	0	0
220	6	2	1	0	0
180	6	2	0	0	1
215	6	3	1	0	0
175	6	3	0	0	0
200	6	4	1	0	1
165	6	4	0	0	0
175	6	5	0	0	1
185	6	6	1	0	0
200	6	9	1	0	1
165	6	9	0	0	0
175	6	10	1	0	0
170	6	10	0	0	1
190	6	11	1	0	0
170	6	11	0	0	0
200	6	12	1	0	1
195	6	13	1	0	0
195	6	14	1	0	0
205	7	1	1	0	0
180	7	1	0	0	1
195	7	2	1	0	0
170	7	2	0	0	0
195	7	3	1	0	0
186	7	3	0	0	1
200	7	4	1	0	0
175	7	4	0	0	1
190	7	5	1	0	0
190	7	6	1	1	1
195	7	9	1	0	0
170	7	9	0	0	0
200	7	10	1	0	0
180	7	10	0	0	1
190	7	11	1	0	0
180	7	11	0	0	1
190	7	12	1	0	0
175	7	12	0	0	0
195	7	14	1	0	0
190	8	1	1	0	0
180	8	1	0	0	1
205	8	2	1	0	0
175	8	2	0	0	0
215	8	3	1	0	1
175	8	3	0	0	0
195	8	4	1	0	0
170	8	4	0	0	0
185	8	5	1	0	0
175	8	5	0	0	0
175	8	6	1	1	0
175	8	6	0	0	0
205	8	9	1	0	1
165	8	9	0	0	0
200	8	10	1	0	0
175	8	10	0	0	0
205	8	11	1	0	0
190	8	12	1	0	0
205	8	13	1	0	1
195	8	14	1	0	0
150	3	13	0	0	1
140	5	1	1	0	1
130	5	2	0	0	1
182	6	5	1	0	1
175	5	1	0	0	1
164	5	14	1	0	1
249	4	1	1	0	1
215	7	13	1	0	1
199	2	12	0	0	1
190	8	5	0	0	1
295	1	13	1	0	1
217	2	13	0	0	1
265	3	10	1	0	1
202	4	1	0	0	1
177	4	4	0	0	1
189	8	11	0	0	1
197	3	12	0	0	1
205	3	1	0	0	1
206	2	13	0	0	1
231	7	4	1	0	1
255	4	10	1	0	1
250	7	14	1	0	1
230	1	14	0	0	1
279	4	12	1	0	1
215	6	1	0	0	1
306	3	15	1	0	1
190	3	6	0	0	1
